,Clase.Original,Clase.LSTM,Certeza.Maxima,pr.intrusion,pr.reparacion,pr.marketing,pr.visitada,pr.sin_realizar,pr.seguridad,pr.ok_equipo,pr.sin_tarea,texto
903,reparacion,seguridad,"0,5911870003",[0.025582016],[0.012743901],[0.22292872],[0.01704381],[0.12679829],[0.591187],[0.0017141011],[0.002002227],[' se repuso acometida dañada se acondiciono pilar y habitaculo se realizo prueba interno sitio cuadrilla jefe oficial si']
904,marketing,marketing,"0,577470243",[0.014206884],[0.04648672],[0.57747024],[0.25186217],[0.013909449],[0.057807896],[0.012384069],[0.025872558],[' habitaculo de chapa']
905,ok_equipo,seguridad,"0,6996757984",[0.09852899],[0.017374022],[0.08338123],[0.010481333],[0.08980255],[0.6996758],[0.0006146967],[0.00014139285],[' se verifico medidor realizo control no se registran anomalias al momento de la inspeccion cambio caja antihurto fijo precinto cerro caja sello']
906,ok_equipo,marketing,"0,4602924585",[0.042002104],[0.053857602],[0.46029246],[0.042208407],[0.18071303],[0.20624115],[0.008401676],[0.0062836325],[' se verifica medidor y acometida se realiza control interno sitio monofasico con resultados normales']
907,intrusion,intrusion,"0,9971709847",[0.997171],[0.00031255686],[0.0005636066],[2.2337642e-06],[0.0018338811],[9.231016e-05],[1.9033952e-05],[5.543297e-06],[' r fraude convencional se realizo verificacion completa se corto fase a fase amperes de consumo se cambio tapa monofasica']
908,ok_equipo,seguridad,"0,8817776442",[0.0010298681],[0.0020217458],[0.013553096],[0.100137755],[0.0014384352],[0.88177764],[1.295245e-05],[2.8626799e-05],[' se encontro normal y se coloco marco y se coloco una tapa reciclada']
909,seguridad,marketing,"0,5046070814",[0.008034976],[0.027742513],[0.5046071],[0.25122187],[0.027330404],[0.1500826],[0.00838963],[0.022590954],[' tapa opaca']
910,ok_equipo,seguridad,"0,9003627896",[0.00031446552],[0.00074898143],[0.025325734],[0.07004277],[0.0030825941],[0.9003628],[6.784483e-05],[5.4839915e-05],[' demora en ubicacion de medidor y cliente se pidio recorrido a base se realizo inspeccion sin anomalia se coloco tapa trifasico reset no se descargo tapa por no figurar en stok']
911,seguridad,seguridad,"0,9526560307",[0.00027090753],[0.0006018703],[0.015074264],[0.02915358],[0.002132784],[0.95265603],[3.5533503e-05],[7.497018e-05],[' sin registro de carga propiedad en venta se encontro medidor numero estados funcionando normal cambio tapa y termica no se cambia acometida porque no se puede apollar escalera en postetapa dañada']
912,ok_equipo,intrusion,"0,4486601055",[0.4486601],[0.107929364],[0.15684326],[0.0078133885],[0.074776486],[0.20175171],[0.0016913235],[0.00053429377],[' se verifico medidor monofasico y acometida sin anomalias se cambio tapa se precinto ']
913,ok_equipo,seguridad,"0,6940447688",[0.00081705913],[0.002484787],[0.10525868],[0.18433838],[0.010999558],[0.69404477],[0.00022139601],[0.0018353281],[' se realizo ins sin anomalias se coloco tapa trifasico posible lectura mal tomada ya que la actual en menor a la informada por el lector la tapa estaba totalmente opaca']
914,seguridad,seguridad,"0,5965350866",[0.020829529],[0.0036481614],[0.044019036],[0.0029994121],[0.3314282],[0.5965351],[0.00021645913],[0.00032414508],[' se cambio caja antihurto con tapa abierta']
915,intrusion,intrusion,"0,9977239966",[0.997724],[0.00043243615],[0.00051731576],[2.9313019e-06],[0.0012202588],[5.5979835e-05],[3.8914055e-05],[8.098333e-06],[' inspeccion de medidor se encontro derivacion clandestina en caño de bajada tomando una carga de amperes se cambio acometida y se coloco caja trampatapa rota']
916,intrusion,seguridad,"0,5941076875",[0.033923507],[0.0062229685],[0.10043941],[0.018662488],[0.24429652],[0.5941077],[0.00055005826],[0.0017973747],[' se rralizo cambio de tapa ']
917,intrusion,marketing,"0,723462522",[0.08639224],[0.03269609],[0.7234625],[0.034243207],[0.024787653],[0.015276999],[0.011793548],[0.07134776],[' directo']
918,ok_equipo,visitada,"0,5470853448",[0.006557477],[0.017582038],[0.35434037],[0.54708534],[0.0070899623],[0.048434015],[0.0039982223],[0.014912628],[' normal']
919,intrusion,seguridad,"0,6464713812",[0.07634389],[0.06849693],[0.09026233],[0.08401581],[0.021142691],[0.6464714],[0.012216081],[0.0010508903],[' medidor con fase fase pilar de chapa caja de chapa le colocamos el poste caja derecha izquierda termica y disyuntor se cambia cometidapilar de chapa caja chapa']
920,intrusion,intrusion,"0,9885486364",[0.98854864],[0.000805398],[0.0012357181],[6.105446e-06],[0.009055649],[0.00029729502],[3.6297683e-05],[1.4988566e-05],[' se elimino conexion directa de bornera y se coloco caja antihurto']
921,ok_equipo,visitada,"0,5893466473",[0.0072092796],[0.016343402],[0.31702784],[0.58934665],[0.0058337613],[0.048754405],[0.0028950619],[0.012589693],[' se encontro normal']
922,ok_equipo,visitada,"0,5470853448",[0.006557477],[0.017582038],[0.35434037],[0.54708534],[0.0070899623],[0.048434015],[0.0039982223],[0.014912628],[' normal']
923,intrusion,marketing,"0,5046070814",[0.008034976],[0.027742513],[0.5046071],[0.25122187],[0.027330404],[0.1500826],[0.00838963],[0.022590954],[' tapa opaca']
924,ok_equipo,seguridad,"0,9165182114",[0.025051894],[0.0031960048],[0.021399947],[0.0029749854],[0.03073874],[0.9165182],[5.720336e-05],[6.307102e-05],[' se verifica medidor sin anomalias se realizo inspeccion completa se adecua el habitaculo se cambio tapa rectangular grande y termica de a se fijo y precinto tapa de bornera']
925,ok_equipo,sin_tarea,"0,9920861125",[0.00065435166],[0.00028399855],[0.0050558257],[0.00048175966],[0.00057406776],[0.0004534079],[0.00041047027],[0.9920861],[' el medidor ya fue inspeccionado el dia posee caja trampa ']
926,ok_equipo,visitada,"0,8754479885",[0.0027854373],[0.0050648632],[0.06461844],[0.875448],[0.00078617304],[0.049914025],[0.00034791228],[0.001035176],[' estado carga amperes inspeccion completa medidor sin anomalias y dentro de parametros normales se adjunta foto se precinto bornera ']
927,ok_equipo,marketing,"0,7147020102",[0.0156512],[0.036771424],[0.714702],[0.14483665],[0.0070285997],[0.014149521],[0.015394387],[0.051466223],[' sin anomalias ']
928,ok_equipo,sin_realizar,"0,5884270668",[0.115364045],[0.009026885],[0.11521772],[0.0041244878],[0.58842707],[0.16454178],[0.00097041077],[0.0023276436],[' se cambio cable y termica de a']
929,intrusion,marketing,"0,6649525166",[0.14627886],[0.035862613],[0.6649525],[0.037767738],[0.03416867],[0.027416136],[0.0076087695],[0.045944687],[' fraude']
930,intrusion,intrusion,"0,9952299595",[0.99522996],[0.0014088962],[0.0022889643],[1.2713551e-05],[0.0009007966],[0.00010661924],[3.7742473e-05],[1.4337741e-05],[' conexion manipulada carcasa perforada normalizo irregularidades']
931,ok_equipo,seguridad,"0,8986894488",[0.0007736765],[0.0007148088],[0.018726796],[0.07200058],[0.008919756],[0.89868945],[3.1840085e-05],[0.00014313323],[' normal cambio de marco y tapa']
932,seguridad,seguridad,"0,6245756149",[0.0041604154],[0.018210853],[0.20496173],[0.13100141],[0.012928801],[0.6245756],[0.002504501],[0.0016567047],[' se verifico medidor de lavadero de autos en actividad con cargas amper sin posibles fraudes se cambio tapa verifica ocular lindero el medidor es interno sin acceso se adjuntan fotoscambio de tapa']
933,ok_equipo,marketing,"0,4462794662",[0.0064647687],[0.065891325],[0.44627947],[0.20995614],[0.005620632],[0.02455267],[0.22764373],[0.013591324],[' obra ya terminada no se observa posible conexion subterranea ofreciendo peligro medidor interno sin encargado ']
934,seguridad,seguridad,"0,5253926516",[0.006257014],[0.0005743295],[0.008875295],[0.0010588544],[0.45769262],[0.52539265],[4.3161184e-05],[0.000106092346],[' se realizo seguridad via publica a medidor n se cambio tapa y termica']
935,intrusion,marketing,"0,4131228328",[0.028032215],[0.03728815],[0.41312283],[0.13083953],[0.045926683],[0.3340715],[0.003213068],[0.0075059785],[' tapa monofasica']
936,intrusion,intrusion,"0,9886730313",[0.98867303],[0.009954883],[0.000982978],[4.382942e-06],[0.00020407295],[3.3347496e-05],[9.820686e-05],[4.9028913e-05],[' cliente informa que el medidor fue retirado con anterioridad se niega a su normalizacion se corta y retira dirrectase retiro acometida clandestina']
937,seguridad,seguridad,"0,4947833419",[0.08705659],[0.040799815],[0.24878296],[0.07717802],[0.04845574],[0.49478334],[0.0009058061],[0.0020377422],[' se coloco caja antihurto']
938,ok_equipo,visitada,"0,7286323309",[0.0046933307],[0.10578793],[0.13217793],[0.72863233],[0.00036974283],[0.022518396],[0.0047824993],[0.0010378263],[' se verifico suministro sin encontrar irregularidades']
939,seguridad,seguridad,"0,8133518696",[0.00015328298],[0.00041950395],[0.005465103],[0.17954707],[0.0010098582],[0.81335187],[1.618635e-05],[3.7098336e-05],[' se verifico medidor sin anomalia se cambia tapa ciegase cambia tapa ciega opaca']
940,seguridad,seguridad,"0,9898906946",[0.00025319963],[0.00020800241],[0.0020124682],[0.0023343968],[0.0052911863],[0.9898907],[3.733546e-06],[6.2400036e-06],[' al medidor se le realizo comparacion de cargas error dentro de los valores nornales se cambio tapa y termica reja obstruye caja de monopostecambio de tapa y termica']
941,intrusion,intrusion,"0,992223978",[0.992224],[0.0024261961],[0.0031625645],[9.948841e-06],[0.0019287996],[7.11075e-05],[0.00013924616],[3.8088372e-05],[' se corto directo y se coloco medidor monofasico para activar cuenta ina']
942,intrusion,intrusion,"0,9975306392",[0.99753064],[0.00036616257],[0.0005247093],[2.811506e-06],[0.0014567797],[8.2510305e-05],[2.8067925e-05],[8.196683e-06],[' se retiro directo de bornera se adecuo se coloco caja antihurto se dejo normalizado se cambio caja antihurto']
943,ok_equipo,visitada,"0,7214536071",[0.0032535335],[0.016318627],[0.20875011],[0.7214536],[0.002251882],[0.044421587],[0.0013132445],[0.0022373677],[' se realizo inspeccion completa medidor sin anomalias carga amperes en el momento de la inspeccion ']
944,seguridad,reparacion,"0,4475473762",[0.02099919],[0.44754738],[0.40252107],[0.02101173],[0.0038786442],[0.007982587],[0.08797536],[0.00808392],[' se traslado ramal trifasico a linea nueva']
945,ok_equipo,seguridad,"0,5682581067",[0.012457518],[0.13235514],[0.13415368],[0.13660727],[0.013628624],[0.5682581],[0.0022514677],[0.0002882417],[' se verifica medidor monofasico sin anomalias se realiza comparacion de cargas y cambio de tapa departamento deshabitado amperes ']
946,ok_equipo,visitada,"0,5470853448",[0.006557477],[0.017582038],[0.35434037],[0.54708534],[0.0070899623],[0.048434015],[0.0039982223],[0.014912628],[' normal']
947,intrusion,seguridad,"0,4101345241",[0.099549025],[0.014919501],[0.067863],[0.0036747076],[0.4022163],[0.41013452],[0.001191792],[0.00045114235],[' se normalizaron conexiones y verifico acometida se cambio medidor tapa y pipeta ']
948,reparacion,sin_realizar,"0,9880576134",[0.0063899127],[0.0002862294],[0.0012719797],[7.4254895e-05],[0.9880576],[0.003050798],[0.00028235375],[0.00058690534],[' se encontro medidor monofasico obsoleto con tapa de bornera faltante se cambio medidor monofasico queda medidor nuevo instalado con suministro ']
949,intrusion,marketing,"0,6649525166",[0.14627886],[0.035862613],[0.6649525],[0.037767738],[0.03416867],[0.027416136],[0.0076087695],[0.045944687],[' fraude']
950,ok_equipo,marketing,"0,6018213034",[0.02457906],[0.041782446],[0.6018213],[0.036310446],[0.01944625],[0.009992065],[0.017915435],[0.24815302],[' se encontro medidor retirado el ']
951,ok_equipo,visitada,"0,5470853448",[0.006557477],[0.017582038],[0.35434037],[0.54708534],[0.0070899623],[0.048434015],[0.0039982223],[0.014912628],[' normal']
952,ok_equipo,seguridad,"0,5690128207",[0.0040169843],[0.087569825],[0.18513852],[0.14224894],[0.0037737675],[0.5690128],[0.0062579443],[0.0019813175],[' se cambio tapa obsoleta mas termica se coloco tapa en habitaculo sin medidor retirado anomalia retirar acometida en postacion m c d y retirar clandestino se adjunta fotos ']
953,reparacion,marketing,"0,780547142",[0.019089878],[0.045105208],[0.78054714],[0.080742106],[0.008149715],[0.012063885],[0.014660609],[0.039641473],[' se al cliente por minutos']
954,intrusion,marketing,"0,640966177",[0.03399473],[0.03797328],[0.6409662],[0.13005573],[0.035718467],[0.0936291],[0.0070122248],[0.020650243],[' acometida deficiente']
955,seguridad,seguridad,"0,9222297072",[0.0009957866],[0.0007501833],[0.009274696],[0.0033481854],[0.06329641],[0.9222297],[3.749736e-05],[6.751199e-05],[' se verifico el medidor se realizo control en sitio y se cambio tapa opaca se dejo funcionandocambio de tapa troquelada']
956,ok_equipo,marketing,"0,6287742257",[0.018863603],[0.13840501],[0.6287742],[0.14011776],[0.0050453274],[0.013225391],[0.023947481],[0.03162128],[' medidor sin anomalias vivienda ']
957,ok_equipo,sin_realizar,"0,4920214713",[0.3460465],[0.0068598115],[0.12471795],[0.0016177634],[0.49202147],[0.023356572],[0.001674306],[0.0037056124],[' medidor apagado falta linea subterranea']
958,ok_equipo,seguridad,"0,9473014474",[8.476295e-05],[0.00014904847],[0.0022772567],[0.0493785],[0.00079667417],[0.94730145],[2.7623767e-06],[9.553118e-06],[' se realizo inspeccion completa sin anomalia se cambio tapa rectangular trifasica ']
959,intrusion,intrusion,"0,9983137846",[0.9983138],[0.0006629449],[0.00043542427],[3.7614175e-06],[0.0004951281],[3.1515025e-05],[4.5035817e-05],[1.2438969e-05],[' se asistio al lugar para rehabilitar suministro ya rehabilitado por terceros y con puente entre fase en bornera con una carga de amperes se normalizo retirando puente y precintado']
960,ok_equipo,visitada,"0,4936564863",[0.0055461437],[0.03741347],[0.35502774],[0.4936565],[0.011619147],[0.06344443],[0.008574292],[0.02471824],[' se verifico medidor monofasico normal ']
961,intrusion,sin_realizar,"0,7312175632",[0.25821656],[0.00091088883],[0.005787845],[5.0405644e-05],[0.73121756],[0.002694861],[0.0003925373],[0.00072930724],[' se cambio tapa y termica se encontro medidor sin precintos de carcasa con una carga de a arrojo un error del se labro acta policial y se cambio medidor']
962,reparacion,seguridad,"0,9866738319",[3.0085364e-05],[0.00012753282],[0.001272412],[0.011298503],[0.0005921892],[0.98667383],[1.779298e-06],[3.6875226e-06],[' carga a en el momento de la inspeccion se realizo comparacion con carga propia se coloco tapa rectangular chica se dejo precintado se coloco tapa rectangular chica']
963,intrusion,marketing,"0,5951882601",[0.1915691],[0.08614107],[0.59518826],[0.058002755],[0.015721027],[0.017493583],[0.009682904],[0.026201323],[' se cambia medidor sin precinto y camble empalmado']
964,intrusion,intrusion,"0,9613426924",[0.9613427],[0.01531397],[0.013875049],[0.00017765464],[0.005881731],[0.003082956],[0.00028918154],[3.678368e-05],[' se verifico medidor con funcionamiento normal se retira conexion clandestina se fijo tapa existente']
965,reparacion,marketing,"0,4816544056",[0.0668585],[0.016378943],[0.4816544],[0.019981919],[0.28709176],[0.07810377],[0.0058108694],[0.04411979],[' cambio medidor']
966,reparacion,sin_realizar,"0,945715189",[0.040794313],[0.0013215278],[0.0034705137],[6.755086e-05],[0.9457152],[0.008125582],[0.00029723402],[0.00020822098],[' se cambio medidor monofasico con bornera rotase coloco tapa y termica']
967,intrusion,seguridad,"0,4505945444",[0.24582118],[0.011275891],[0.127669],[0.005484313],[0.15729332],[0.45059454],[0.0010675789],[0.0007941676],[' retiro conexion directa trifasica cambio tapa marco y termomagnetica verificacion funcionamiento y determinacion de error']
968,intrusion,intrusion,"0,9992389679",[0.99923897],[0.0002071587],[0.00020107809],[7.191573e-07],[0.00032002397],[9.66939e-06],[1.7728476e-05],[4.6072023e-06],[' se realizo inp completa de dime se encontro con puente de fase a fase se retiro el puente de fase a fase y se dejo el suministro normalizado carga a']
969,intrusion,intrusion,"0,9478763342",[0.94787633],[0.025594234],[0.02187197],[0.00028287026],[0.00074826065],[0.0004976995],[0.0029662973],[0.00016238296],[' m fraude denuncia retiro directo posible retiro o robo se retiro acometida con cruce de calle']
970,seguridad,seguridad,"0,9787484407",[6.0415096e-05],[0.00011556111],[0.0021276572],[0.018006109],[0.0009323989],[0.97874844],[2.2788527e-06],[7.30756e-06],[' inspeccion completa se encontro normal se cambio tapa se espero por lluvia tapa opaca']
971,marketing,marketing,"0,7033627629",[0.0119574],[0.0577482],[0.70336276],[0.12151409],[0.0072809877],[0.014533656],[0.024072899],[0.059530064],[' rehabilitado ']
972,seguridad,seguridad,"0,5259483457",[0.0009124588],[0.006095155],[0.0161565],[0.45029885],[0.000496144],[0.52594835],[6.603718e-05],[2.6472684e-05],[' se encontro medidor funcionando correctamente sin irregularidades en lote se coloco tapa ciegas de pvc tapa rota']
973,ok_equipo,visitada,"0,8143348098",[0.002223542],[0.0072208904],[0.14302674],[0.8143348],[0.001780231],[0.023968652],[0.0019101951],[0.0055348733],[' sin anomalia']
