clase_original,texto_original,texto_etl,texto_corregido,id_clase
ok_equipo,"Verif un situ. 
Se cambió tapa medidor lindero (7159131).",verifico sitio cambio tapa medidor lindero, verifica un sitio se cambio tapa medidor lindero ,6
reparacion,Se realizo inspeccion completa.  Se verifico medidor desprogramado. Se cambio por medidor numero 17538479,realizo inspeccion completa verifico medidor desprogramado cambio medidor numero, se realizo inspeccion completa se verifico medidor desprogramado se cambio por medidor numero ,1
reparacion,Se cambio medidor con mal funcionamiento de arranque.,cambio medidor con mal funcionamiento arranque, se cambio medidor con mal funcionamiento de arranque ,1
seguridad,Se verificó medidor  sin anomalia  se canbio tapaSe cambio  tapa,verifico medidor sin anomalia cambio tapase cambio tapa, se verifico medidor sin anomalia se cambio tapase cambio tapa,5
reparacion,MEDIDOR CON DISCO FRENADO. APLICO CARGA EXTERNA CONTINUANDO FRENADO. PRECINTOS DE CARCAZA BIEN. CAMBIO MEDIDOR TAPA MONOF. CAMBIO PIPETA. CONEXIONADO BIEN.,medidor con disco frenado aplico carga externa continuando frenado precinto carcaza bien cambio medidor tapa monofasico cambio pipeta conexionado bien, medidor con disco frenado aplico carga externa continuando frenado precintos de carcaza bien cambio medidor tapa monofasico cambio pipeta conexionado bien ,1
intrusion,"Se buscó en crovara 645,no se encontro en el lugar.Se encontro medidor con falta de un tornillo en puente de exitacion en fase R. Se adjunta acta y fotos.",busco crovara no encontro lugar encontro medidor con falta tornillo puente excitacion fase adjunta acta foto, se busco en crovara no se encontro en el lugar se encontro medidor con falta de un tornillo en puente de excitacion en fase r se adjunta acta y fotos ,0
ok_equipo,Se observa med de obra alimentando 16 deptos. Se íntimo por sum a terceros.,observa medidor obra alimentando departamentos intimo suministro tercero, se observa medidor de obra alimentando departamentos se intimo por suministro a terceros ,6
ok_equipo,Sin anomalia,sin anomalia, sin anomalia,6
ok_equipo,Normal,normal, normal,6
seguridad,Falta tapa de bornera,falta tapa bornera, falta tapa de bornera,5
reparacion,instalación de caja antihurto y termomagnetica monofásica verificación funcionamiento y determinación de error,instalacion caja antihurto termomagnetica monofasica verificacion funcionamiento determinacion error, instalacion de caja antihurto y termomagnetica monofasica verificacion funcionamiento y determinacion de error,1
intrusion,FRAUDE,fraude, fraude,0
reparacion,Se realizó control in situ.se cambio medidor por error mayor al admisible.se cambio tapa con Marco se adecuo y sello.se cambió tapa con Marco a med.10903687 por app,realizo control interno sitio cambio medidor error mayor admisible cambio tapa con marco adecuo sello cambio tapa con marco medidor sin determinar, se realizo control interno sitio se cambio medidor por error mayor al admisible se cambio tapa con marco se adecuo y sello se cambio tapa con marco a medidor por app,1
intrusion,Falta tapa,falta tapa, falta tapa,0
ok_equipo,Se encontró  medidor normal. Según vecino esa casa se encontraba desocupada hasta hace poco. El medidor trabaja normalmente.,encontro medidor normal segun vecino casa encontraba desocupada hace poco medidor trabaja normalmente, se encontro medidor normal segun vecino esa casa se encontraba desocupada hasta hace poco el medidor trabaja normalmente ,6
reparacion,"Observación:se realizó INSP. No se cambio acometida deficiente por faltante de stock (cable concéntrico). Estado real:6936
Real:4434",observacion realizo inspeccion no cambio acometida deficiente faltante stock cable concentrico estado real real, observacion se realizo inspeccion no se cambio acometida deficiente por faltante de stock cable concentrico estado real real ,1
intrusion,Se cambió tapa REC monofásica,cambio tapa rectangular monofasica, se cambio tapa rectangular monofasica,0
intrusion,se retiró una derivación clandestina tomada de la acometida hacia dentro de la garita de vigilancia,retiro derivacion clandestina tomada acometida hacia dentro garita vigilancia, se retiro una derivacion clandestina tomada de la acometida hacia dentro de la garita de vigilancia,0
reparacion,"Se repuso acometida dañada. Se acondiciono pilar y habitaculo. Se realizó prueba in situ. Cuadrilla 319
Jefe13197 oficial 12289Si",repuso acometida dañada acondiciono pilar habitaculo realizo prueba interno sitio oficial, se repuso acometida dañada se acondiciono pilar y habitaculo se realizo prueba interno sitio cuadrilla jefe oficial si,1
marketing,Habitáculo DE chapa,habitaculo chapa, habitaculo de chapa,2
ok_equipo,Se verificó medidor realizó control no se registran anomalías al momento de la inspección cambio caja antihurto fijó precinto cerró caja selló,verifico medidor realizo control no registran anomalia momento inspeccion cambio caja antihurto fijo precinto cerro caja sello, se verifico medidor realizo control no se registran anomalias al momento de la inspeccion cambio caja antihurto fijo precinto cerro caja sello,6
ok_equipo,Se verifica medidor y acometida se realiza control in situ monofásico con resultados normales,verifico medidor acometida realizo control interno sitio monofasico con resultados normales, se verifica medidor y acometida se realiza control interno sitio monofasico con resultados normales,6
intrusion,"R.FRAUDE.CONVENCIONAL
Se realizó verificación completa
Se cortó fase a fase 1.5 amp de consumo
Se cambió tapa monofasica",fraude convencional realizo verificacion completa corto fase fase amperes consumo cambio tapa monofasica, r fraude convencional se realizo verificacion completa se corto fase a fase amperes de consumo se cambio tapa monofasica,0
ok_equipo,Se encontró normal y se colocó marco y se colocó una tapa reciclada,encontro normal coloco marco coloco tapa reciclada, se encontro normal y se coloco marco y se coloco una tapa reciclada,6
seguridad,Tapa opaca,tapa opaca, tapa opaca,5
ok_equipo,Demora en ubicación de med y cliente se pidió recorrido a base ...Se realizó insp sin anom se colocó tapa trif reset.no se descargó tapa por no figurar en stok,demora ubicacion medidor cliente pidio recorrido base realizo inspeccion sin anomalia coloco tapa trifasico reset no descargo tapa no figurar stok, demora en ubicacion de medidor y cliente se pidio recorrido a base se realizo inspeccion sin anomalia se coloco tapa trifasico reset no se descargo tapa por no figurar en stok,6
seguridad,Sin registro de carga.propiedad en venta.se encontró medidor num. 1211227-530 estados 49025/19508 funcionando normal.cambio tapa y térmica.no se cambia acometida xq no se puede apollar escalera en posteTapa dañada,sin registro carga propiedad venta encontro medidor numero estados funcionando normal cambio tapa termica no cambio acometida no puede apollar escalera postetapa dañada, sin registro de carga propiedad en venta se encontro medidor numero estados funcionando normal cambio tapa y termica no se cambia acometida porque no se puede apollar escalera en postetapa dañada,5
ok_equipo,Se verificó medidor monofásico y acometida sin anomalías. Se cbio tapa. Se precinto.,verifico medidor monofasico acometida sin anomalia cambio tapa precinto, se verifico medidor monofasico y acometida sin anomalias se cambio tapa se precinto ,6
ok_equipo,Se realizo ins sin anomaluas se colo tapa trif posible lectura mal tomada ya q la actual en menor a la informada por el lector la tapa estaba totalmente opaca,realizo ins sin anomalia coloco tapa trifasico posible lectura mal tomada ya actual menor informada lector tapa totalmente opaca, se realizo ins sin anomalias se coloco tapa trifasico posible lectura mal tomada ya que la actual en menor a la informada por el lector la tapa estaba totalmente opaca,6
seguridad,Se cmabio caja antihurto con tapa abierta,cambio caja antihurto con tapa abierta, se cambio caja antihurto con tapa abierta,5
intrusion,INSP de med .se encontró derivación clandestina en caño de bajada .tomando una carga de 0.88amp .se cambio acometida y se colocó caja trampaTapa rota,inspeccion medidor encontro derivacion clandestina caño bajada tomando carga amperes cambio acometida coloco caja trampatapa rota, inspeccion de medidor se encontro derivacion clandestina en caño de bajada tomando una carga de amperes se cambio acometida y se coloco caja trampatapa rota,0
intrusion,Se rralizo cambio de tapa.,rralizo cambio tapa, se rralizo cambio de tapa ,0
intrusion,Directo,directo, directo,0
ok_equipo,Normal,normal, normal,6
intrusion,Medidor con fase fase Pilar de chapa caja de chapa le colocamos el poste caja derecha izquierda térmica y disyuntor se cambia cometidaPilar de chapa caja chapa,medidor con fase fase pilar chapa caja chapa colocamos poste caja derecha izquierda termica disyuntor cambio cometidapilar chapa caja chapa, medidor con fase fase pilar de chapa caja de chapa le colocamos el poste caja derecha izquierda termica y disyuntor se cambia cometidapilar de chapa caja chapa,0
intrusion,Se elimino conexion directa de bornera y se coloco caja antihurto,elimino conexion directo bornera coloco caja antihurto, se elimino conexion directa de bornera y se coloco caja antihurto,0
ok_equipo,SE ENCONTRO NORMAL,encontro normal, se encontro normal,6
ok_equipo,Normal,normal, normal,6
intrusion,Tapa opaca,tapa opaca, tapa opaca,0
ok_equipo,Se verif med sin ánomalias se realizó inspección completa se adecua el hab se cambió tapa rect grande y termica de 40A se fijó y precinto tapa de bornera,verifico medidor sin anomalia realizo inspeccion completa adecua habitaculo cambio tapa rectangular grande termica fijo precinto tapa bornera, se verifica medidor sin anomalias se realizo inspeccion completa se adecua el habitaculo se cambio tapa rectangular grande y termica de a se fijo y precinto tapa de bornera,6
ok_equipo,"El medidor ya fue inspeccionado el día 8-1-21 , posee caja trampa .",medidor ya fue inspeccionado dia tiene caja trampa, el medidor ya fue inspeccionado el dia posee caja trampa ,6
ok_equipo,"Estado 75484.Carga 1,3amp. Inspección completa. Medidor sin anomalías y dentro de parámetros normales. Se adjunta foto. Se precintó bornera.",estado carga amperes inspeccion completa medidor sin anomalia dentro parametros normales adjunta foto precinto bornera, estado carga amperes inspeccion completa medidor sin anomalias y dentro de parametros normales se adjunta foto se precinto bornera ,6
ok_equipo,Sin anomalías.,sin anomalia, sin anomalias ,6
ok_equipo,Se cambió cable 1×4 y termica de 63 A,cambio cable termica, se cambio cable y termica de a,6
intrusion,Fraude,fraude, fraude,0
intrusion,Conexión manipulada( carcasa perforada )normalizó irregularidades,conexion manipulada carcasa perforada normalizo irregularidades, conexion manipulada carcasa perforada normalizo irregularidades,0
ok_equipo,Normal cambio de marco y tapa,normal cambio marco tapa, normal cambio de marco y tapa,6
seguridad,"Se verificó medidor de lavadero de autos en actividad con cargas 9,1_92_26,8 amper sin posibles fraudes.  Se cambio tapa.  Verif ocular lindero 104754. El md 682391 es interno sin acceso.  Se adjuntan fotosCambio de tapa",verifico medidor lavadero autos actividad con carga amper sin posibles fraudes cambio tapa verifico ocular lindero medidor interno sin acceso adjuntan fotoscambio tapa, se verifico medidor de lavadero de autos en actividad con cargas amper sin posibles fraudes se cambio tapa verifica ocular lindero el medidor es interno sin acceso se adjuntan fotoscambio de tapa,5
ok_equipo,obra ya terminada no se observa posible conexion subterránea ofreciendo peligro. Medidor interno sin encargado.,obra ya terminada no observa posible conexion subterranea ofreciendo peligro medidor interno sin encargado, obra ya terminada no se observa posible conexion subterranea ofreciendo peligro medidor interno sin encargado ,6
seguridad,Se realizó s.v.p a med n 2822787  41978Se cambio tapa y termica,realizo seguridad via publica medidor cambio tapa termica, se realizo seguridad via publica a medidor n se cambio tapa y termica,5
