clase_original,texto_original,texto_etl,texto_corregido,id_clase,nro_palabras
no_identificada,se realizo inspeccion completa de medidor numero XXXXXXX el mismo se encontro con habitaculo y cable deteriorado se instala caja y cambia cable,realizo inspeccion completa medidor numero mismo encontro con habitaculo cable deteriorado instala caja cambio cable, se realizo inspeccion completa de medidor numero el mismo se encontro con habitaculo y cable deteriorado se instala caja y cambia cable,7,15
market,se retiro medidor suspendido por saldo cliente ya normalizado con medidor  n XXXXXXXX estado XXX.XX,retiro medidor suspendido saldo cliente ya normalizado con medidor  estado, se retiro medidor suspendido por saldo cliente ya normalizado con medidor  n estado ,2,11
no_identificada,verificacion completa tX verificacion in situ,verificacion completa verificacion interno sitio, verificacion completa t verificacion interno sitio,7,5
no_identificada,"se verifico puntual. medidor en el lugar( numero XXXXXXX - XXXXX)
se cambio X tapas adicionales",verifico puntual medidor lugar numero cambio tapas adicionales, se verifico puntual medidor en el lugar numero se cambio tapas adicionales,7,8
visitada,(obs. form. acciones: ya realizado el dia XX - XX-XX),observacion ya realizada dia, observacion form acciones ya realizado el dia ,3,4
ok_equipo,"hoja . fotos. se verif med precintado y sin carga al momento de la inspeccion. se verif funcionamiento,  arranque y vacio normal, con carga propia normal. no se veri anomalias. se dejo precintado",hoja  foto verifico medidor precintado sin carga momento inspeccion verifico funcionamiento arranque vacio normal con carga propia normal no veri anomalia dejo precintado, hoja  fotos se verifica medidor precintado y sin carga al momento de la inspeccion se verifica funcionamiento arranque y vacio normal con carga propia normal no se veri anomalias se dejo precintado,6,24
ok_equipo,se verifica medidor se encuentra normal .med digital,verifico medidor encontro normal medidor digital, se verifica medidor se encuentra normal medidor digital,6,6
ok_equipo,"inspeccion: sin anomalia. 
se retiraron X conexiones directas linderas ,  demoras para ubicar.",inspeccion sin anomalia retiraron conexiones directo linderos demoras ubicar, inspeccion sin anomalia se retiraron conexiones directas linderos demoras para ubicar ,6,9
no_identificada,"medidor sin carga 
solo carga capacitiva.",medidor sin carga solo carga capacitiva, medidor sin carga solo carga capacitiva ,7,6
ok_equipo,"sin anomalias. 
alquiler",sin anomalia alquiler, sin anomalias alquiler,6,3
ok_equipo,"(obs. form. acciones: sin anomalia

eemm: vargas / guzman)",observacion sin anomalia eemm, observacion form acciones sin anomalia eemm vargas guzman ,6,4
ok_equipo,verificacion completa medidor monofasico sin anomalias.,verificacion completa medidor monofasico sin anomalia, verificacion completa medidor monofasico sin anomalias ,6,6
market,(obs. form. acciones: se instalo medidor con ramal bajo linea trifasico),observacion instalo medidor con ramal bajo linea trifasico, observacion form acciones se instalo medidor con ramal bajo linea trifasico ,2,8
seguridad,"se verifica ramal , normal , se realiza control in situ , normal , se cambia tapa y termica , cliente tiene en malas condiciones instalacion interna .",verifico ramal normal realizo control interno sitio normal cambio tapa termica cliente tiene malas condiciones instalacion interna, se verifica ramal normal se realiza control interno sitio normal se cambia tapa y termica cliente tiene en malas condiciones instalacion interna ,5,17
ok_equipo,sr verifico pilar y tablero se tomo y comparocargas y tensiones .se verifico conexiones sin anomalias.  local cerrado hace mas X año segun vecinos.fotos.,sr verifico pilar tablero tomo comparocargas tensiones verifico conexiones sin anomalia local cerrado hace año segun vecino foto, sr verifico pilar y tablero se tomo y comparocargas y tensiones se verifico conexiones sin anomalias local cerrado hace mas año segun vecinos fotos ,6,18
reparacion,"(obs. form. acciones: se cambio caja monoposte rota,se cambio medidor monofasico quemado en bornera,cables de medidor a tablero ,termica y cable de termica a medidor)",observacion cambio caja monoposte rota cambio medidor monofasico quemado bornera cables medidor tablero termica cable termica medidor, observacion form acciones se cambio caja monoposte rota se cambio medidor monofasico quemado en bornera cables de medidor a tablero termica y cable de termica a medidor ,1,17
seguridad,(obs. form. acciones: se realiso comparacion de carga error de X.XX se cambio caja hanti hurto y termica.),observacion realiso comparacion carga error cambio caja hanti hurto termica, observacion form acciones se realiso comparacion de carga error de se cambio caja hanti hurto y termica ,5,10
ok_equipo,"sin anomalia,se cambio pipeta",sin anomalia cambio pipeta, sin anomalia se cambio pipeta,6,4
no_identificada,(obs. form. acciones: se energizo med. desde linea.),observacion energizo medidor desde linea, observacion form acciones se energizo medidor desde linea ,7,5
market,"inspeccion 
se retiro medidor y ramal. 
Y d 
Y j XXXXX
movil XXX
retiro de medidor y acometida",inspeccion  retiro medidor ramal retiro medidor acometida, inspeccion  se retiro medidor y ramal Y d Y j movil retiro de medidor y acometida,2,8
ok_equipo,se encontro medidor normal. casa habitada.,encontro medidor normal casa habitada, se encontro medidor normal casa habitada ,6,5
ok_equipo,error de gps. aclaracion  el edificio  se encuentra  ubicado en islas de golf. se encontro y se verifico medidor  trifasico  sin anomalias.,error gps aclaracion edificio encontro ubicado islas golf encontro verifico medidor trifasico sin anomalia, error de gps aclaracion el edificio se encuentra ubicado en islas de golf se encontro y se verifico medidor trifasico sin anomalias ,6,14
ok_equipo,"sin anomalia

eemm: barrientos/moreno",sin anomalia eemm barrientos, sin anomalia eemm barrientos moreno,6,4
ok_equipo,"se verifico medidor puntual sin anomalias,se verifico habitaculo vecino sin medidor y en conexion directa,se normalizo.",verifico medidor puntual sin anomalia verifico habitaculo vecino sin medidor conexion directo normalizo, se verifico medidor puntual sin anomalias se verifico habitaculo vecino sin medidor y en conexion directa se normalizo ,6,13
seguridad,(obs. form. acciones: se insp.  medidor sin anomalia... se coloca tapa....),observacion inspeccion medidor sin anomalia coloca tapa, observacion form acciones se inspeccion medidor sin anomalia se coloca tapa ,5,7
seguridad,"se realizo comparacion de carga arrojando e% X,XX y se cambio tapa monofasica rectangular dejando normalizado.",realizo comparacion carga arrojando cambio tapa monofasica rectangular dejando normalizado, se realizo comparacion de carga arrojando e y se cambio tapa monofasica rectangular dejando normalizado ,5,10
ok_equipo,no se observaron irregularidades en este medidor .,no observaron irregularidades medidor, no se observaron irregularidades en este medidor ,6,4
seguridad,"control medidor normal. lugar sin uso aparente.
se coloco tapa nueva.",control medidor normal lugar sin uso aparente coloco tapa nueva, control medidor normal lugar sin uso aparente se coloco tapa nueva ,5,10
ok_equipo,obra en construccion abandonada. se encontro medidor sin cables de carga. segun vecino fue cortado por seguridad en via publica.,obra construccion abandonada encontro medidor sin cables carga segun vecino fue cortado seguridad, obra en construccion abandonada se encontro medidor sin cables de carga segun vecino fue cortado por seguridad en via publica ,6,15
seguridad,se encontro normal y se cambio tapa rectangular grande...taller cerrado,encontro normal cambio tapa rectangular grande taller cerrado, se encontro normal y se cambio tapa rectangular grande taller cerrado,5,8
no_identificada,"se verifico medi puntual se tomo cargas se aplico cargas propia.,se verifico conecciones linderos.X medididores obsoletos para cambio.coordinar.veci.del conejo.X.byX.b.fotos",verifico medidor puntual tomo carga aplico carga propia verifico conexiones linderos medididores obsoletos cambio coordinar veci conejo by foto, se verifico medidor puntual se tomo cargas se aplico cargas propia se verifico conexiones linderos medididores obsoletos para cambio coordinar veci del conejo by b fotos,7,19
no_identificada,(obs. form. acciones: apoyo con hidro en plataforma XXXX),observacion apoyo con hidrogrua plataforma, observacion form acciones apoyo con hidro en plataforma ,7,5
sin_realizar,"se verifico medidor aparentemente normal, no se puede verificar acometida cerca de pipeta por techo de chapa de negocio, se requiere hidro, se adjunta foto, se cambio tapa trif puntual y cambio de tapa monofaXXXXXX",verifico medidor aparentemente normal no puede verificar acometida cerca pipeta techo chapa negocio requiere hidrogrua adjunta foto cambio tapa trifasico puntual cambio tapa monofa, se verifico medidor aparentemente normal no se puede verificar acometida cerca de pipeta por techo de chapa de negocio se requiere hidro se adjunta foto se cambio tapa trifasico puntual y cambio de tapa monofa ,4,24
seguridad,"se verifico medidor sin anomalia, se adecuo, cambio tapa y termica de XXa.",verifico medidor sin anomalia adecuo cambio tapa termica, se verifico medidor sin anomalia se adecuo cambio tapa y termica de a ,5,8
ok_equipo,se realizo inspeccion completa. no se verifico anomalia alguna.,realizo inspeccion completa no verifico anomalia alguna, se realizo inspeccion completa no se verifico anomalia alguna ,6,7
seguridad,se verifico medidor sin anomalia. se cambio tapa,verifico medidor sin anomalia cambio tapa, se verifico medidor sin anomalia se cambio tapa,5,6
seguridad,verifica completa. verif in situ.  cambio de tapa y termica.,verifico completa verifico interno sitio cambio tapa termica, verifica completa verifica interno sitio cambio de tapa y termica ,5,8
ok_equipo,"se verifico carga del medidor se encuentra normal. Xer control e% X.XX con tension XXXv. Xdo control e% X.XX con tension XXX. se cambio fase,se dejo normalizada la tension. se precinto y sello.",verifico carga medidor encontro normal er control con tension do control con tension cambio fase dejo normalizado tension precinto sello, se verifico carga del medidor se encuentra normal er control e con tension v do control e con tension se cambio fase se dejo normalizada la tension se precinto y sello ,6,20
seguridad,(obs. form. acciones: se cambio  de tapa y termica.),observacion cambio tapa termica, observacion form acciones se cambio de tapa y termica ,5,4
no_identificada,local cerrado. sin actividad,local cerrado sin actividad, local cerrado sin actividad,7,4
ok_equipo,se realizo comparacion de cargas y el error esta dentro de los parametros admisibles. lectura real XXXXX. multigabinetes.,realizo comparacion carga error esta dentro parametros admisibles lectura real multigabinetes, se realizo comparacion de cargas y el error esta dentro de los parametros admisibles lectura real multigabinetes ,6,11
ok_equipo,verificacion completa normal todo medido XXuf + ssgg. buzon. edificio XXX% terminado y habitado,verificacion completa normal medido unidad funcional servicios generales buzon edificio terminado habitado, verificacion completa normal todo medido unidad funcional servicios generales buzon edificio terminado y habitado,6,12
ok_equipo,"medidor normal ,cada en construccion, no se cambio tapa por falta de stock",medidor normal cada construccion no cambio tapa falta stock, medidor normal cada en construccion no se cambio tapa por falta de stock,6,9
